[00:00] おしゃれ!
[113:51] 急水力もありますから、ちょっとこぼしたジュースとか、どう合ってね、蓋がしまっていると思って、何かこぼしちゃったという時にも、圧倒的に急水力ではあります
[114:00] 熱に強いので、汚れたものとか圧圧のものを流しないまで移動する時にも簡単に使っていただけて、洗剤ラズで正決に長く使っていただいて、もちろん洗剤平洋でも洗剤平洋を使うのを少なくできますもんね
[114:15] これだけで、深だけでも一度の気冷になりますよ
[114:19] だからプロシオンの焼き肉店とかお好み焼き店、あとはこういった開戸施設病院、自動車整備の工場とかプロが使ってるっていうくらい、実績もありますので、ぜひこれをご家庭用にご用意いたしました
[114:34] このタイミングでこの春夏の分いや、本当にまとめがえですよ、今日創業をする
[114:38] 本当に今の状態って、いつ何が寝上がりするかわかんない状態なので、ちょっと用意できるものはね
[114:45] これもやっぱり、食人が一枚一枚塗ってますので、日本生です
[114:50] 日本生です、日本生で直後、これ結構技術いるので、ほんとこの価格、一日できるかもまだわかんないですよね
[114:59] まず、皆さん、ぬい前に自宅でね、この素材が工藤してるので、本当に厳しいですよ
[115:06] 続続ご注文をお伝え頂いております。ありがとうございます
[115:09] 今日しか行いませんから、キャンプライスでこれ16日までね、この創業無料度キャンペン中ですが、
[115:16] 4日前後だったら、今日注文して4日前後で手に入って、実際体験してもらって、
[115:21] もう1回リピートしようという時にも16日間に合うのは今日でございますから、
[115:25] どうぞぜひおはやめがよろしいと思います。
[115:28] それでは早速行きましょう。
[115:30] では次は、この熱に強いを見ていただきたいですけれども、フライパンです。
[115:34] これ今、めちゃくちゃ厚いですが、ここに少し少しかけると、こげちゃうんです。
[115:40] このままだとこげる、そんな時にパルスイクロスだったら熱に強いので、
[115:44] キャンペン、ピャンペン、外でフライパン使った時とか、
[115:48] 外で気調で、あちまで行かないといけないといけますよ。
[115:51] いきます、そして、厚いものもものにも使っていたときでも大丈夫ですし、
[115:56] 例えば、カレーなめなんかの時に、スポンジがカレー一色で染まっちゃうので、
[116:01] スポンジの周りに使っていただいても、汚れバナレがやっぱりいいので、
[116:06] この状態ですこげた少油がありますが、水に触れると、
[116:11] 本当だわ。めちゃくちゃ綺麗になるんですよ。
[116:14] これからね、大型練球なんかいかれる時にキャンプをやりますよとか、
[116:18] みんなでおとまり行きますよなんて、そこでご飯食べて作る時ありません。
[116:22] そういう時には、あっちチーってならないように、これをいくつか持って行くと、
[116:25] 車の中に置いておこれて、それに使い、
[116:28] これをめちゃくちゃ便利に使えます。
[116:30] さっきちょっとカレーの話しましたけど、
[116:32] キャンプなんかでカレーやる時に、
[116:34] そうそうそう。絶対手をこれとか、これをしますよ。
[116:36] 大体お水が貴重だからね、お水でダイレクトに洗うと取れないじゃない?
[116:40] お空がそうすると、キッチンペーパーとかで1回取ってから洗ったりするじゃないですか。
[116:44] そうなんです。でもこれはダイレクトに洗っても大丈夫?
[116:46] ダイレクトに洗っても、カレーがどんどん今流れていくんですよ。
[116:51] 油汚れたのにね。
[116:52] そう、油だったりとかいろんなコケームつも入ってたりするんですよ。
[116:56] はい、パルスイクロス軽く水流しただけ、
[116:59] 私一切コスラズに開くとどうなるか。
[117:02] はい、この状態ですよ。
[117:04] 何度やっても、
[117:05] 何度やっても同じパルスイクロスで全然後残さないです。
[117:10] そうして、これから例えばで、
[117:12] 水場に持っていけないようなものを全員使ってください。
[117:15] 例えば、IHですよ。
[117:17] はい、IHなんかはこれ料理終わったら、
[117:20] まず軽く吹いてあげるだけ、それだけで、
[117:23] 汚れが固まらずにこれまでしっかりきれいに落としていただくことできますし、
[117:28] で、汚れた麺だけで使ってるのにしっかり苦さず汚れをキャッチ。
[117:33] めっちゃ綺麗ですよね。
[117:34] 本当ですね。
[117:35] そしたらまだ裏あるんで、これで今度水払い行きましょう。
[117:38] 表面も意外と。
[117:39] 結構汚れてるんですよ。
[117:40] 汚れてるんですよ。
[117:41] 汚れてるんです。
[117:42] 最近おしゃれない度も多いから白じゃないので、
[117:44] 部屋がすごいついてるんですよ。
[117:45] ほんとだほんとだ。
[117:46] 先出てますよね。
[117:47] そして、水払い行きやっていただきたいな。
[117:49] だから、これはシンク持っていただいてあらえるんですけど、
[117:53] こういったこの隙間。
[117:55] そうね、こういうところに溜まっちゃって。
[117:56] はい、ふきこぼれとか、あとは豆腐の残ったり、
[117:59] 水中がつく、すぐにするんですよ。
[118:01] そういったりするんですよ。
[118:02] ふくと、なんとも、熱を通してるから、
[118:04] 汚れが吹いてしまうんですよね。
[118:06] そういったところも軽く吹いていただくだけで、
[118:09] やっぱりしっかりきれいに、これで気持ちよくご飯を耐えてくださいよ。
[118:13] ベタ付きが残らないのが嬉しいね。
[118:15] あとは、玉にはこのトースターなんかも、
[118:18] どれくらい掃除してませんか、
[118:20] こうした中をやるけど、さっとどうかなぁ。
[118:22] はい、表面もしっかり、
[118:24] ここ油とか、ほこりが乗ってるんですけど、
[118:26] それも絡め取りながら、
[118:28] 編みの部分も掃除しにくいと思うんですよ。
[118:30] そういったところも、
[118:32] はい、当ててもらったら、あとは引いていただくだけで、
[118:35] いやけど気をつけて、うわぁ、
[118:37] 気持ちいい。
[118:38] ご飯気持ち、パンの残りチーズの残り醤油のあと、
[118:41] お持ち合いた後とかね、
[118:43] そういうことですよ。
[118:45] そうなんですよ。
[118:46] 表面もゲマスもね、
[118:47] 今日もお茶色いけますよ。表面だって、はい。
[118:49] あと、窓とかガラスも凄い得意なんですよ。
[118:51] ここもやっぱり水のあと、ちょっと残りにくいというか、
[118:55] けっこうね、お茶にくいんですね。
[118:57] なるほど、中からもね、
[118:59] お掃除していただけますよ。
[119:00] きれいに、そして、戦士レンジ。
[119:02] 戦士レンジ。
[119:03] これが結構きいんで、大変なんですが、
[119:05] はい、パルスイクロスで、はい、しっかり吹いていただいて、
[119:08] 表面はもちろん。
[119:10] そして、なんか結構ね、パスタとかやると、
[119:13] ソースが飛びちっちゃうんですよ。
[119:14] 跳ねたりね、パー!
[119:15] はい、と言ったりとかね、しっかりしますので。
[119:16] こういったところも吹いていただくと、はい。
[119:19] おくまでね、あの、
[119:21] 洗剤残したらやっぱりなんか危ないじゃないですか?
[119:23] 危ないです。
[119:24] そういうところだったら、
[119:25] ね、これ、こうやって中まで。
[119:26] 使ってもいいのかなって、
[119:28] 心配もありますが、はい。
[119:30] これは、これやっぱ水々使ったら、もう凄かったです。
[119:32] すごい気持ちで、あと、
[119:33] あと、こうして、こうして、こうして、
